layer,sentence,pn,split
1,0,215,train
1,0,295,train
1,0,339,train
1,0,960,train
1,0,37,train
1,0,119,train
1,0,288,train
1,0,877,train
1,0,972,test
1,0,212,test
1,0,700,test
1,0,277,test
1,0,59,test
1,1,26,train
1,1,68,train
1,1,715,train
1,1,309,train
1,1,827,train
1,1,768,train
1,1,62,train
1,1,145,train
1,1,804,train
1,1,819,train
1,1,324,train
1,1,215,train
1,1,295,train
1,1,339,train
1,1,960,train
1,1,37,train
1,1,119,train
1,1,288,train
1,1,877,train
1,1,972,test
1,1,212,test
1,1,700,test
1,1,277,test
1,1,59,test
1,2,26,train
1,2,68,train
1,2,715,train
1,2,309,train
1,2,827,train
1,2,768,train
1,2,62,train
1,2,145,train
1,2,804,train
1,2,819,train
1,2,324,train
1,2,215,train
1,2,295,train
1,2,339,train
1,2,960,train
1,2,37,train
1,2,119,train
1,2,288,train
1,2,877,train
1,2,972,test
1,2,212,test
1,2,700,test
1,2,277,test
1,2,59,test
1,3,26,train
1,3,68,train
1,3,715,train
1,3,309,train
1,3,827,train
1,3,768,train
1,3,62,train
1,3,145,train
1,3,804,train
1,3,819,train
1,3,324,train
1,3,215,train
1,3,295,train
1,3,339,train
1,3,960,train
1,3,37,train
1,3,119,train
1,3,288,train
1,3,877,train
1,3,972,test
1,3,212,test
1,3,700,test
1,3,277,test
1,3,59,test
1,4,26,train
1,4,68,train
1,4,715,train
1,4,309,train
1,4,827,train
1,4,768,train
1,4,62,train
1,4,145,train
1,4,804,train
1,4,819,train
1,4,324,train
1,4,215,train
1,4,295,train
1,4,339,train
1,4,960,train
1,4,37,train
1,4,119,train
1,4,288,train
1,4,877,train
1,4,972,test
1,4,212,test
1,4,700,test
1,4,277,test
1,4,59,test
1,5,26,train
1,5,68,train
1,5,715,train
1,5,309,train
1,5,827,train
1,5,768,train
1,5,62,train
1,5,145,train
1,5,804,train
1,5,819,train
1,5,324,train
1,5,215,train
1,5,295,train
1,5,339,train
1,5,960,train
1,5,37,train
1,5,119,train
1,5,288,train
1,5,877,train
1,5,972,test
1,5,212,test
1,5,700,test
1,5,277,test
1,5,59,test
1,6,68,train
1,6,715,train
1,6,119,train
1,6,827,train
1,6,768,train
1,6,62,train
1,6,309,train
1,6,804,train
1,6,819,train
1,6,288,train
1,6,215,train
1,6,324,train
1,6,339,train
1,6,960,train
1,6,37,train
1,6,145,train
1,6,295,train
1,6,877,train
1,6,212,test
1,6,26,test
1,6,700,test
1,6,972,test
1,6,277,test
1,7,68,train
1,7,715,train
1,7,119,train
1,7,827,train
1,7,768,train
1,7,62,train
1,7,309,train
1,7,804,train
1,7,819,train
1,7,288,train
1,7,215,train
1,7,324,train
1,7,339,train
1,7,960,train
1,7,37,train
1,7,145,train
1,7,295,train
1,7,877,train
1,7,212,test
1,7,26,test
1,7,700,test
1,7,972,test
1,7,277,test
1,8,68,train
1,8,715,train
1,8,119,train
1,8,827,train
1,8,768,train
1,8,62,train
1,8,309,train
1,8,804,train
1,8,819,train
1,8,288,train
1,8,215,train
1,8,324,train
1,8,339,train
1,8,960,train
1,8,37,train
1,8,145,train
1,8,295,train
1,8,877,train
1,8,212,test
1,8,26,test
1,8,700,test
1,8,972,test
1,8,277,test
1,9,827,train
1,9,324,train
1,9,62,train
1,9,804,train
1,9,819,train
1,9,277,train
1,9,68,train
1,9,288,train
1,9,215,train
1,9,768,train
1,9,26,train
1,9,339,train
1,9,960,train
1,9,37,train
1,9,145,train
1,9,295,train
1,9,877,train
1,9,700,test
1,9,119,test
1,9,972,test
1,9,715,test
1,9,212,test
1,10,827,train
1,10,324,train
1,10,62,train
1,10,804,train
1,10,819,train
1,10,277,train
1,10,68,train
1,10,288,train
1,10,215,train
1,10,768,train
1,10,26,train
1,10,339,train
1,10,960,train
1,10,37,train
1,10,145,train
1,10,295,train
1,10,877,train
1,10,700,test
1,10,119,test
1,10,972,test
1,10,715,test
1,10,212,test
1,11,827,train
1,11,324,train
1,11,62,train
1,11,804,train
1,11,819,train
1,11,277,train
1,11,68,train
1,11,288,train
1,11,215,train
1,11,768,train
1,11,26,train
1,11,339,train
1,11,960,train
1,11,37,train
1,11,145,train
1,11,295,train
1,11,877,train
1,11,700,test
1,11,119,test
1,11,972,test
1,11,715,test
1,11,212,test
1,12,827,train
1,12,324,train
1,12,62,train
1,12,804,train
1,12,819,train
1,12,277,train
1,12,68,train
1,12,288,train
1,12,215,train
1,12,768,train
1,12,26,train
1,12,339,train
1,12,960,train
1,12,37,train
1,12,145,train
1,12,295,train
1,12,877,train
1,12,700,test
1,12,119,test
1,12,972,test
1,12,715,test
1,12,212,test
1,13,804,train
1,13,212,train
1,13,295,train
1,13,288,train
1,13,119,train
1,13,768,train
1,13,37,train
1,13,339,train
1,13,819,train
1,13,145,train
1,13,972,train
1,13,68,train
1,13,215,train
1,13,960,train
1,13,700,test
1,13,715,test
1,13,26,test
1,13,877,test
1,14,215,train
1,14,145,train
1,14,26,train
1,14,68,train
1,14,768,train
1,14,295,train
1,14,819,train
1,14,972,train
1,14,119,train
1,14,212,train
1,14,804,train
1,14,960,train
1,14,700,test
1,14,715,test
1,14,877,test
1,14,288,test
1,15,288,train
1,15,960,train
1,15,68,train
1,15,768,train
1,15,715,train
1,15,295,train
1,15,877,train
1,15,26,train
1,15,212,train
1,15,819,train
1,15,972,train
1,15,119,test
1,15,215,test
1,15,700,test
1,16,119,train
1,16,972,train
1,16,768,train
1,16,715,train
1,16,295,train
1,16,877,train
1,16,68,train
1,16,215,train
1,16,819,train
1,16,26,train
1,16,288,test
1,16,212,test
1,16,700,test
1,17,119,train
1,17,972,train
1,17,768,train
1,17,715,train
1,17,295,train
1,17,877,train
1,17,68,train
1,17,819,train
1,17,26,train
1,17,288,test
1,17,212,test
1,17,700,test
1,18,119,train
1,18,972,train
1,18,768,train
1,18,715,train
1,18,295,train
1,18,877,train
1,18,68,train
1,18,819,train
1,18,26,train
1,18,288,test
1,18,212,test
1,18,700,test
1,19,26,train
1,19,700,train
1,19,212,train
1,19,819,train
1,19,295,train
1,19,972,train
1,19,877,train
1,19,119,train
1,19,288,test
1,19,715,test
2,0,26,train
2,0,68,train
2,0,715,train
2,0,309,train
2,0,827,train
2,0,768,train
2,0,62,train
2,0,145,train
2,0,804,train
2,0,819,train
2,0,324,train
2,0,215,train
2,0,295,train
2,0,339,train
2,0,960,train
2,0,37,train
2,0,119,train
2,0,288,train
2,0,877,train
2,0,972,test
2,0,212,test
2,0,700,test
2,0,277,test
2,0,59,test
2,1,26,train
2,1,68,train
2,1,715,train
2,1,309,train
2,1,827,train
2,1,768,train
2,1,62,train
2,1,145,train
2,1,804,train
2,1,819,train
2,1,324,train
2,1,215,train
2,1,295,train
2,1,339,train
2,1,960,train
2,1,37,train
2,1,119,train
2,1,288,train
2,1,877,train
2,1,972,test
2,1,212,test
2,1,700,test
2,1,277,test
2,1,59,test
2,2,26,train
2,2,68,train
2,2,715,train
2,2,309,train
2,2,827,train
2,2,768,train
2,2,62,train
2,2,145,train
2,2,804,train
2,2,819,train
2,2,324,train
2,2,215,train
2,2,295,train
2,2,339,train
2,2,960,train
2,2,37,train
2,2,119,train
2,2,288,train
2,2,877,train
2,2,972,test
2,2,212,test
2,2,700,test
2,2,277,test
2,2,59,test
2,3,26,train
2,3,68,train
2,3,715,train
2,3,309,train
2,3,827,train
2,3,768,train
2,3,62,train
2,3,145,train
2,3,804,train
2,3,819,train
2,3,324,train
2,3,215,train
2,3,295,train
2,3,339,train
2,3,960,train
2,3,37,train
2,3,119,train
2,3,288,train
2,3,877,train
2,3,972,test
2,3,212,test
2,3,700,test
2,3,277,test
2,3,59,test
2,4,26,train
2,4,68,train
2,4,715,train
2,4,309,train
2,4,827,train
2,4,768,train
2,4,62,train
2,4,145,train
2,4,804,train
2,4,819,train
2,4,324,train
2,4,215,train
2,4,295,train
2,4,339,train
2,4,960,train
2,4,37,train
2,4,119,train
2,4,288,train
2,4,877,train
2,4,972,test
2,4,212,test
2,4,700,test
2,4,277,test
2,4,59,test
2,5,26,train
2,5,68,train
2,5,715,train
2,5,309,train
2,5,827,train
2,5,768,train
2,5,62,train
2,5,145,train
2,5,804,train
2,5,819,train
2,5,324,train
2,5,215,train
2,5,295,train
2,5,339,train
2,5,960,train
2,5,37,train
2,5,119,train
2,5,288,train
2,5,877,train
2,5,972,test
2,5,212,test
2,5,700,test
2,5,277,test
2,5,59,test
2,6,68,train
2,6,715,train
2,6,119,train
2,6,827,train
2,6,768,train
2,6,62,train
2,6,309,train
2,6,804,train
2,6,819,train
2,6,288,train
2,6,215,train
2,6,324,train
2,6,339,train
2,6,960,train
2,6,37,train
2,6,145,train
2,6,295,train
2,6,877,train
2,6,212,test
2,6,26,test
2,6,700,test
2,6,972,test
2,6,277,test
2,7,68,train
2,7,715,train
2,7,119,train
2,7,827,train
2,7,768,train
2,7,62,train
2,7,309,train
2,7,804,train
2,7,819,train
2,7,288,train
2,7,215,train
2,7,324,train
2,7,339,train
2,7,960,train
2,7,37,train
2,7,145,train
2,7,295,train
2,7,877,train
2,7,212,test
2,7,26,test
2,7,700,test
2,7,972,test
2,7,277,test
2,8,68,train
2,8,715,train
2,8,119,train
2,8,827,train
2,8,768,train
2,8,62,train
2,8,309,train
2,8,804,train
2,8,819,train
2,8,288,train
2,8,215,train
2,8,324,train
2,8,339,train
2,8,960,train
2,8,37,train
2,8,145,train
2,8,295,train
2,8,877,train
2,8,212,test
2,8,26,test
2,8,700,test
2,8,972,test
2,8,277,test
2,9,827,train
2,9,324,train
2,9,62,train
2,9,804,train
2,9,819,train
2,9,277,train
2,9,68,train
2,9,288,train
2,9,215,train
2,9,768,train
2,9,26,train
2,9,339,train
2,9,960,train
2,9,37,train
2,9,145,train
2,9,295,train
2,9,877,train
2,9,700,test
2,9,119,test
2,9,972,test
2,9,715,test
2,9,212,test
2,10,827,train
2,10,324,train
2,10,62,train
2,10,804,train
2,10,819,train
2,10,277,train
2,10,68,train
2,10,288,train
2,10,215,train
2,10,768,train
2,10,26,train
2,10,339,train
2,10,960,train
2,10,37,train
2,10,145,train
2,10,295,train
2,10,877,train
2,10,700,test
2,10,119,test
2,10,972,test
2,10,715,test
2,10,212,test
2,11,827,train
2,11,324,train
2,11,62,train
2,11,804,train
2,11,819,train
2,11,277,train
2,11,68,train
2,11,288,train
2,11,215,train
2,11,768,train
2,11,26,train
2,11,339,train
2,11,960,train
2,11,37,train
2,11,145,train
2,11,295,train
2,11,877,train
2,11,700,test
2,11,119,test
2,11,972,test
2,11,715,test
2,11,212,test
2,12,827,train
2,12,324,train
2,12,62,train
2,12,804,train
2,12,819,train
2,12,277,train
2,12,68,train
2,12,288,train
2,12,215,train
2,12,768,train
2,12,26,train
2,12,339,train
2,12,960,train
2,12,37,train
2,12,145,train
2,12,295,train
2,12,877,train
2,12,700,test
2,12,119,test
2,12,972,test
2,12,715,test
2,12,212,test
2,13,804,train
2,13,212,train
2,13,295,train
2,13,288,train
2,13,119,train
2,13,768,train
2,13,37,train
2,13,339,train
2,13,819,train
2,13,145,train
2,13,972,train
2,13,68,train
2,13,215,train
2,13,960,train
2,13,700,test
2,13,715,test
2,13,26,test
2,13,877,test
2,14,215,train
2,14,145,train
2,14,26,train
2,14,68,train
2,14,768,train
2,14,295,train
2,14,819,train
2,14,972,train
2,14,119,train
2,14,212,train
2,14,804,train
2,14,960,train
2,14,700,test
2,14,715,test
2,14,877,test
2,14,288,test
2,15,288,train
2,15,960,train
2,15,68,train
2,15,768,train
2,15,715,train
2,15,295,train
2,15,877,train
2,15,26,train
2,15,212,train
2,15,819,train
2,15,972,train
2,15,119,test
2,15,215,test
2,15,700,test
2,16,119,train
2,16,972,train
2,16,768,train
2,16,715,train
2,16,295,train
2,16,877,train
2,16,68,train
2,16,215,train
2,16,819,train
2,16,26,train
2,16,288,test
2,16,212,test
2,16,700,test
2,17,119,train
2,17,972,train
2,17,768,train
2,17,715,train
2,17,295,train
2,17,877,train
2,17,68,train
2,17,819,train
2,17,26,train
2,17,288,test
2,17,212,test
2,17,700,test
2,18,119,train
2,18,972,train
2,18,768,train
2,18,715,train
2,18,295,train
2,18,877,train
2,18,68,train
2,18,819,train
2,18,26,train
2,18,288,test
2,18,212,test
2,18,700,test
2,19,26,train
2,19,700,train
2,19,212,train
2,19,819,train
2,19,295,train
2,19,972,train
2,19,877,train
2,19,119,train
2,19,288,test
2,19,715,test
3,0,26,train
3,0,68,train
3,0,715,train
3,0,309,train
3,0,827,train
3,0,768,train
3,0,62,train
3,0,145,train
3,0,804,train
3,0,819,train
3,0,324,train
3,0,215,train
3,0,295,train
3,0,339,train
3,0,960,train
3,0,37,train
3,0,119,train
3,0,288,train
3,0,877,train
3,0,972,test
3,0,212,test
3,0,700,test
3,0,277,test
3,0,59,test
3,1,26,train
3,1,68,train
3,1,715,train
3,1,309,train
3,1,827,train
3,1,768,train
3,1,62,train
3,1,145,train
3,1,804,train
3,1,819,train
3,1,324,train
3,1,215,train
3,1,295,train
3,1,339,train
3,1,960,train
3,1,37,train
3,1,119,train
3,1,288,train
3,1,877,train
3,1,972,test
3,1,212,test
3,1,700,test
3,1,277,test
3,1,59,test
3,2,26,train
3,2,68,train
3,2,715,train
3,2,309,train
3,2,827,train
3,2,768,train
3,2,62,train
3,2,145,train
3,2,804,train
3,2,819,train
3,2,324,train
3,2,215,train
3,2,295,train
3,2,339,train
3,2,960,train
3,2,37,train
3,2,119,train
3,2,288,train
3,2,877,train
3,2,972,test
3,2,212,test
3,2,700,test
3,2,277,test
3,2,59,test
3,3,26,train
3,3,68,train
3,3,715,train
3,3,309,train
3,3,827,train
3,3,768,train
3,3,62,train
3,3,145,train
3,3,804,train
3,3,819,train
3,3,324,train
3,3,215,train
3,3,295,train
3,3,339,train
3,3,960,train
3,3,37,train
3,3,119,train
3,3,288,train
3,3,877,train
3,3,972,test
3,3,212,test
3,3,700,test
3,3,277,test
3,3,59,test
3,4,26,train
3,4,68,train
3,4,715,train
3,4,309,train
3,4,827,train
3,4,768,train
3,4,62,train
3,4,145,train
3,4,804,train
3,4,819,train
3,4,324,train
3,4,215,train
3,4,295,train
3,4,339,train
3,4,960,train
3,4,37,train
3,4,119,train
3,4,288,train
3,4,877,train
3,4,972,test
3,4,212,test
3,4,700,test
3,4,277,test
3,4,59,test
3,5,26,train
3,5,68,train
3,5,715,train
3,5,309,train
3,5,827,train
3,5,768,train
3,5,62,train
3,5,145,train
3,5,804,train
3,5,819,train
3,5,324,train
3,5,215,train
3,5,295,train
3,5,339,train
3,5,960,train
3,5,37,train
3,5,119,train
3,5,288,train
3,5,877,train
3,5,972,test
3,5,212,test
3,5,700,test
3,5,277,test
3,5,59,test
3,6,68,train
3,6,715,train
3,6,119,train
3,6,827,train
3,6,768,train
3,6,62,train
3,6,309,train
3,6,804,train
3,6,819,train
3,6,288,train
3,6,215,train
3,6,324,train
3,6,339,train
3,6,960,train
3,6,37,train
3,6,145,train
3,6,295,train
3,6,877,train
3,6,212,test
3,6,26,test
3,6,700,test
3,6,972,test
3,6,277,test
3,7,68,train
3,7,715,train
3,7,119,train
3,7,827,train
3,7,768,train
3,7,62,train
3,7,309,train
3,7,804,train
3,7,819,train
3,7,288,train
3,7,215,train
3,7,324,train
3,7,339,train
3,7,960,train
3,7,37,train
3,7,145,train
3,7,295,train
3,7,877,train
3,7,212,test
3,7,26,test
3,7,700,test
3,7,972,test
3,7,277,test
3,8,68,train
3,8,715,train
3,8,119,train
3,8,827,train
3,8,768,train
3,8,62,train
3,8,309,train
3,8,804,train
3,8,819,train
3,8,288,train
3,8,215,train
3,8,324,train
3,8,339,train
3,8,960,train
3,8,37,train
3,8,145,train
3,8,295,train
3,8,877,train
3,8,212,test
3,8,26,test
3,8,700,test
3,8,972,test
3,8,277,test
3,9,827,train
3,9,324,train
3,9,62,train
3,9,804,train
3,9,819,train
3,9,277,train
3,9,68,train
3,9,288,train
3,9,215,train
3,9,768,train
3,9,26,train
3,9,339,train
3,9,960,train
3,9,37,train
3,9,145,train
3,9,295,train
3,9,877,train
3,9,700,test
3,9,119,test
3,9,972,test
3,9,715,test
3,9,212,test
3,10,827,train
3,10,324,train
3,10,62,train
3,10,804,train
3,10,819,train
3,10,277,train
3,10,68,train
3,10,288,train
3,10,215,train
3,10,768,train
3,10,26,train
3,10,339,train
3,10,960,train
3,10,37,train
3,10,145,train
3,10,295,train
3,10,877,train
3,10,700,test
3,10,119,test
3,10,972,test
3,10,715,test
3,10,212,test
3,11,827,train
3,11,324,train
3,11,62,train
3,11,804,train
3,11,819,train
3,11,277,train
3,11,68,train
3,11,288,train
3,11,215,train
3,11,768,train
3,11,26,train
3,11,339,train
3,11,960,train
3,11,37,train
3,11,145,train
3,11,295,train
3,11,877,train
3,11,700,test
3,11,119,test
3,11,972,test
3,11,715,test
3,11,212,test
3,12,827,train
3,12,324,train
3,12,62,train
3,12,804,train
3,12,819,train
3,12,277,train
3,12,68,train
3,12,288,train
3,12,215,train
3,12,768,train
3,12,26,train
3,12,339,train
3,12,960,train
3,12,37,train
3,12,145,train
3,12,295,train
3,12,877,train
3,12,700,test
3,12,119,test
3,12,972,test
3,12,715,test
3,12,212,test
3,13,804,train
3,13,212,train
3,13,295,train
3,13,288,train
3,13,119,train
3,13,768,train
3,13,37,train
3,13,339,train
3,13,819,train
3,13,145,train
3,13,972,train
3,13,68,train
3,13,215,train
3,13,960,train
3,13,700,test
3,13,715,test
3,13,26,test
3,13,877,test
3,14,215,train
3,14,145,train
3,14,26,train
3,14,68,train
3,14,768,train
3,14,295,train
3,14,819,train
3,14,972,train
3,14,119,train
3,14,212,train
3,14,804,train
3,14,960,train
3,14,700,test
3,14,715,test
3,14,877,test
3,14,288,test
3,15,288,train
3,15,960,train
3,15,68,train
3,15,768,train
3,15,715,train
3,15,295,train
3,15,877,train
3,15,26,train
3,15,212,train
3,15,819,train
3,15,972,train
3,15,119,test
3,15,215,test
3,15,700,test
3,16,119,train
3,16,972,train
3,16,768,train
3,16,715,train
3,16,295,train
3,16,877,train
3,16,68,train
3,16,215,train
3,16,819,train
3,16,26,train
3,16,288,test
3,16,212,test
3,16,700,test
3,17,119,train
3,17,972,train
3,17,768,train
3,17,715,train
3,17,295,train
3,17,877,train
3,17,68,train
3,17,819,train
3,17,26,train
3,17,288,test
3,17,212,test
3,17,700,test
3,18,119,train
3,18,972,train
3,18,768,train
3,18,715,train
3,18,295,train
3,18,877,train
3,18,68,train
3,18,819,train
3,18,26,train
3,18,288,test
3,18,212,test
3,18,700,test
3,19,26,train
3,19,700,train
3,19,212,train
3,19,819,train
3,19,295,train
3,19,972,train
3,19,877,train
3,19,119,train
3,19,288,test
3,19,715,test
4,0,26,train
4,0,68,train
4,0,715,train
4,0,309,train
4,0,827,train
4,0,768,train
4,0,62,train
4,0,145,train
4,0,804,train
4,0,819,train
4,0,324,train
4,0,215,train
4,0,295,train
4,0,339,train
4,0,960,train
4,0,37,train
4,0,119,train
4,0,288,train
4,0,877,train
4,0,972,test
4,0,212,test
4,0,700,test
4,0,277,test
4,0,59,test
4,1,26,train
4,1,68,train
4,1,715,train
4,1,309,train
4,1,827,train
4,1,768,train
4,1,62,train
4,1,145,train
4,1,804,train
4,1,819,train
4,1,324,train
4,1,215,train
4,1,295,train
4,1,339,train
4,1,960,train
4,1,37,train
4,1,119,train
4,1,288,train
4,1,877,train
4,1,972,test
4,1,212,test
4,1,700,test
4,1,277,test
4,1,59,test
4,2,26,train
4,2,68,train
4,2,715,train
4,2,309,train
4,2,827,train
4,2,768,train
4,2,62,train
4,2,145,train
4,2,804,train
4,2,819,train
4,2,324,train
4,2,215,train
4,2,295,train
4,2,339,train
4,2,960,train
4,2,37,train
4,2,119,train
4,2,288,train
4,2,877,train
4,2,972,test
4,2,212,test
4,2,700,test
4,2,277,test
4,2,59,test
4,3,26,train
4,3,68,train
4,3,715,train
4,3,309,train
4,3,827,train
4,3,768,train
4,3,62,train
4,3,145,train
4,3,804,train
4,3,819,train
4,3,324,train
4,3,215,train
4,3,295,train
4,3,339,train
4,3,960,train
4,3,37,train
4,3,119,train
4,3,288,train
4,3,877,train
4,3,972,test
4,3,212,test
4,3,700,test
4,3,277,test
4,3,59,test
4,4,26,train
4,4,68,train
4,4,715,train
4,4,309,train
4,4,827,train
4,4,768,train
4,4,62,train
4,4,145,train
4,4,804,train
4,4,819,train
4,4,324,train
4,4,215,train
4,4,295,train
4,4,339,train
4,4,960,train
4,4,37,train
4,4,119,train
4,4,288,train
4,4,877,train
4,4,972,test
4,4,212,test
4,4,700,test
4,4,277,test
4,4,59,test
4,5,26,train
4,5,68,train
4,5,715,train
4,5,309,train
4,5,827,train
4,5,768,train
4,5,62,train
4,5,145,train
4,5,804,train
4,5,819,train
4,5,324,train
4,5,215,train
4,5,295,train
4,5,339,train
4,5,960,train
4,5,37,train
4,5,119,train
4,5,288,train
4,5,877,train
4,5,972,test
4,5,212,test
4,5,700,test
4,5,277,test
4,5,59,test
4,6,68,train
4,6,715,train
4,6,119,train
4,6,827,train
4,6,768,train
4,6,62,train
4,6,309,train
4,6,804,train
4,6,819,train
4,6,288,train
4,6,215,train
4,6,324,train
4,6,339,train
4,6,960,train
4,6,37,train
4,6,145,train
4,6,295,train
4,6,877,train
4,6,212,test
