pn,sentence_num,sentence,true_cue_p,predicted_cue_p,error
700,8.0,"From what I remember, in criminal cases, a defendant can sometimes offer evidence of their good character to show that they're less likely to commit a crime.",0.32,0.56439208984375,-0.24439208984375
700,9.0,But there are rules about how this can be done.,0.12,0.772552490234375,-0.652552490234375
700,10.0,Option A says character evidence isn't admissible.,0.26,0.7646687825520834,-0.5046687825520834
700,11.0,"But I think that's not entirely true because the defendant can introduce evidence of good character, especially under Federal Rule of Evidence 405(a), which allows for specific instances of conduct.",0.16,0.9200948079427084,-0.7600948079427083
700,12.0,So A might not be the best argument.,0.18000000000000002,0.947265625,-0.767265625
700,13.0,Option B says one incident doesn't prove character.,0.42,0.9017842610677084,-0.4817842610677084
700,14.0,"That makes sense because a single act, even if it shows honesty, doesn't establish a consistent character.",0.24,0.8889872233072916,-0.6489872233072916
700,15.0,But I'm not sure if this is the strongest argument here.,0.62,0.8357645670572916,-0.21576456705729163
700,16.0,Option C says it's an impermissible way to prove character.,0.62,0.8470458984375,-0.2270458984375
700,17.0,I'm a bit confused about this.,0.46,0.7682698567708334,-0.30826985677083335
700,18.0,"If the man is offering his past conduct as evidence of his good character, that should be permissible under the rules.",0.38000000000000006,0.8027445475260416,-0.42274454752604157
700,19.0,So maybe C isn't the right choice.,0.6,0.6794789632161459,-0.07947896321614589
715,0.0,"Okay, so I'm trying to figure out this question about what ""Land"" refers to.",0.0,0.4856313069661458,-0.4856313069661458
715,1.0,"The options are (A) all productive resources, (B) all natural resources, (C) farmland only, and (D) real estate.",0.06,0.5150400797526041,-0.45504007975260413
715,2.0,"Hmm, I remember from my classes that land is one of the factors of production, but I'm not entirely sure about the exact definition here.",0.02,0.3939259847005208,-0.3739259847005208
715,3.0,Let me break it down.,0.0,0.4404805501302083,-0.4404805501302083
715,4.0,"First, productive resources usually refer to things like labor, capital, and land that contribute to producing goods and services.",0.02,0.683746337890625,-0.663746337890625
715,5.0,"So, (A) all productive resources seems too broad because land isn't the only productive resource.",0.0,0.419158935546875,-0.419158935546875
715,6.0,It's just one part of it.,0.0,0.5176137288411459,-0.5176137288411459
715,7.0,"Next, (B) all natural resources.",0.02,0.5253346761067709,-0.5053346761067709
715,8.0,"Natural resources include things like minerals, forests, water, etc.",0.02,0.5319925944010416,-0.5119925944010416
715,9.0,"Land is definitely a natural resource, but does it encompass all of them?",0.0,0.6820068359375,-0.6820068359375
715,10.0,"I think land specifically refers to the physical surface of the earth, not necessarily all natural resources.",0.0,0.4733174641927083,-0.4733174641927083
715,11.0,"So, (B) might be too inclusive.",0.0,0.8090413411458334,-0.8090413411458334
715,12.0,Option (C) is farmland only.,0.0,0.8411763509114584,-0.8411763509114584
715,13.0,That doesn't sound right because land includes more than just areas used for farming.,0.02,0.9222513834635416,-0.9022513834635416
715,14.0,"It's about the entire surface, including urban areas, forests, etc.",0.0,0.8034464518229166,-0.8034464518229166
715,15.0,Then there's (D) real estate.,0.04,0.785919189453125,-0.745919189453125
715,16.0,"Real estate involves land and the buildings on it, like houses and commercial properties.",0.02,0.8076985677083334,-0.7876985677083334
715,17.0,But does land refer exclusively to real estate?,0.06,0.7778727213541666,-0.7178727213541667
715,18.0,I don't think so because land can be unused or just the surface without any structures.,0.0,0.7581278483072916,-0.7581278483072916
715,19.0,"Wait, maybe I should think about the economic definition.",0.0,0.5704345703125,-0.5704345703125
