problem_index,problem_pn,component_type,layer,head,component_name,baseline_steering,ablated_steering,steering_change,steering_drop,answer_letters
18,145,attn_head,43,3,L43H3,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAACAAAAAA
18,145,attn_head,43,11,L43H11,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAACAAAAAA
18,145,attn_head,44,23,L44H23,0.3,0.1,-0.19999999999999998,0.19999999999999998,ACAAAAAAAA
18,145,attn_head,34,20,L34H20,0.3,0.1,-0.19999999999999998,0.19999999999999998,AACAAAAAAA
18,145,attn_head,34,31,L34H31,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAAAAC
18,145,attn_head,42,16,L42H16,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAACAA
18,145,attn_head,35,28,L35H28,0.3,0.1,-0.19999999999999998,0.19999999999999998,CAAAAAAAAA
18,145,attn_head,42,31,L42H31,0.3,0.1,-0.19999999999999998,0.19999999999999998,ACAAAAAAAA
18,145,attn_head,35,21,L35H21,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAAACA
18,145,attn_head,36,3,L36H3,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAACAA
18,145,attn_head,35,35,L35H35,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAACAAA
18,145,attn_head,44,1,L44H1,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAAAAC
18,145,attn_head,42,3,L42H3,0.3,0.1,-0.19999999999999998,0.19999999999999998,ACAAAAAAAA
18,145,attn_head,43,28,L43H28,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAACAAAAAA
18,145,attn_head,35,19,L35H19,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAAACA
18,145,attn_head,42,8,L42H8,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAACAAAAAA
18,145,attn_head,42,9,L42H9,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAAAAC
18,145,attn_head,42,27,L42H27,0.3,0.1,-0.19999999999999998,0.19999999999999998,AACAAAAAAA
18,145,attn_head,36,37,L36H37,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAACAAAA
18,145,attn_head,36,26,L36H26,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAACAAAA
18,145,attn_head,36,32,L36H32,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAAAAC
18,145,attn_head,43,32,L43H32,0.3,0.1,-0.19999999999999998,0.19999999999999998,ACAAAAAAAA
18,145,attn_head,35,9,L35H9,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAACAA
18,145,attn_head,43,38,L43H38,0.3,0.1,-0.19999999999999998,0.19999999999999998,CAAAAAAAAA
18,145,attn_head,43,34,L43H34,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAACAAAAAA
18,145,attn_head,44,4,L44H4,0.3,0.1,-0.19999999999999998,0.19999999999999998,ACAAAAAAAA
18,145,attn_head,35,20,L35H20,0.3,0.1,-0.19999999999999998,0.19999999999999998,CAAAAAAAAA
18,145,attn_head,43,23,L43H23,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAACAAA
18,145,attn_head,43,18,L43H18,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAACAAA
18,145,attn_head,46,26,L46H26,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAACAAAA
18,145,attn_head,32,7,L32H7,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAACAAAAAA
18,145,attn_head,46,30,L46H30,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAACAA
18,145,attn_head,46,24,L46H24,0.3,0.1,-0.19999999999999998,0.19999999999999998,AA-AAAAAAC
18,145,attn_head,46,14,L46H14,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAAA-C
18,145,attn_head,47,4,L47H4,0.3,0.1,-0.19999999999999998,0.19999999999999998,CAAAAAAAAA
18,145,attn_head,43,22,L43H22,0.3,0.1,-0.19999999999999998,0.19999999999999998,AACAAAAAAA
18,145,attn_head,43,21,L43H21,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAAACA
18,145,attn_head,46,19,L46H19,0.3,0.1,-0.19999999999999998,0.19999999999999998,CAAAAAAAAA
18,145,attn_head,38,27,L38H27,0.3,0.1,-0.19999999999999998,0.19999999999999998,AACAAAAAAA
18,145,attn_head,46,12,L46H12,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAAAAC
18,145,attn_head,46,20,L46H20,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAACAA
18,145,attn_head,40,38,L40H38,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAAACA
18,145,attn_head,46,22,L46H22,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAACAA
18,145,attn_head,38,15,L38H15,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAAAAC
18,145,attn_head,38,5,L38H5,0.3,0.1,-0.19999999999999998,0.19999999999999998,ACAAAAAAAA
18,145,attn_head,40,30,L40H30,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAACAAAAAA
18,145,attn_head,40,26,L40H26,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAACAAAA
18,145,attn_head,41,0,L41H0,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAAAAC
18,145,attn_head,38,19,L38H19,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAACAA
18,145,attn_head,38,0,L38H0,0.3,0.1,-0.19999999999999998,0.19999999999999998,ACAAAAAAAA
18,145,attn_head,37,38,L37H38,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAACAAAA
18,145,attn_head,39,13,L39H13,0.3,0.1,-0.19999999999999998,0.19999999999999998,AACAAAAAAA
18,145,attn_head,39,18,L39H18,0.3,0.1,-0.19999999999999998,0.19999999999999998,AAAAAAAACA
18,145,mlp,42,-1,L42_MLP,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACAACA
18,145,attn_head,47,16,L47H16,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACACAAAAA
18,145,attn_head,39,31,L39H31,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAAAAACA
18,145,attn_head,39,33,L39H33,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAAACAAA
18,145,attn_head,39,21,L39H21,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAC-AACAAA
18,145,attn_head,39,24,L39H24,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACCAAAAAAA
18,145,attn_head,39,17,L39H17,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAACCAA
18,145,attn_head,39,3,L39H3,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAAACCA
18,145,attn_head,39,35,L39H35,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAAAAAC
18,145,attn_head,40,0,L40H0,0.3,0.2,-0.09999999999999998,0.09999999999999998,CACAAAAAAA
18,145,attn_head,39,27,L39H27,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACACAAA
18,145,attn_head,39,29,L39H29,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACAAACA
18,145,attn_head,40,24,L40H24,0.3,0.2,-0.09999999999999998,0.09999999999999998,CACAAAAAAA
18,145,attn_head,38,10,L38H10,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAACAAAA
18,145,attn_head,38,12,L38H12,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAAAAAC
18,145,attn_head,38,14,L38H14,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAACCAA
18,145,attn_head,38,16,L38H16,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAACAAA
18,145,attn_head,41,1,L41H1,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAACAAAA
18,145,attn_head,39,0,L39H0,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAACCAA
18,145,attn_head,39,1,L39H1,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAACAAAAA
18,145,attn_head,33,7,L33H7,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACCAAA
18,145,attn_head,33,8,L33H8,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAACAAA
18,145,attn_head,33,25,L33H25,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACCAAAA
18,145,attn_head,33,11,L33H11,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAACAAAA
18,145,attn_head,33,2,L33H2,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAACAAAA
18,145,attn_head,33,3,L33H3,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAAAAACA
18,145,attn_head,33,4,L33H4,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACCAAA
18,145,attn_head,33,5,L33H5,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAAAAAAC
18,145,attn_head,47,1,L47H1,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACACAAAAA
18,145,attn_head,46,32,L46H32,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAAAAAAC
18,145,attn_head,46,33,L46H33,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAACAAAA
18,145,attn_head,33,26,L33H26,0.3,0.2,-0.09999999999999998,0.09999999999999998,CCAAAAAAAA
18,145,attn_head,33,31,L33H31,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACACAA
18,145,attn_head,33,21,L33H21,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAAACAAA
18,145,attn_head,47,3,L47H3,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAACAAA
18,145,attn_head,47,6,L47H6,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACAAAAC
18,145,attn_head,35,6,L35H6,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAAAACC
18,145,attn_head,34,34,L34H34,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAAA-AC
18,145,attn_head,43,24,L43H24,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACCAAAA
18,145,attn_head,43,25,L43H25,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAAAAACA
18,145,attn_head,44,3,L44H3,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAAACAA
18,145,attn_head,43,37,L43H37,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACAACA
18,145,attn_head,44,0,L44H0,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAAAAAC
18,145,attn_head,35,30,L35H30,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAAAAAAC
18,145,attn_head,35,18,L35H18,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACCAAA
18,145,attn_head,35,22,L35H22,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAAAACC
18,145,attn_head,36,7,L36H7,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAAAACC
18,145,attn_head,36,8,L36H8,0.3,0.2,-0.09999999999999998,0.09999999999999998,CACAAAAAAA
18,145,attn_head,35,34,L35H34,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAACAAA
18,145,attn_head,35,37,L35H37,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAAACAA
18,145,attn_head,36,0,L36H0,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAAACAA
18,145,attn_head,42,15,L42H15,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAAACAA
18,145,attn_head,42,17,L42H17,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAAACCA
18,145,attn_head,42,2,L42H2,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAAAAAAC
18,145,attn_head,42,5,L42H5,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAAACAAA
18,145,attn_head,42,29,L42H29,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAAACAA
18,145,attn_head,42,19,L42H19,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAACAAAA
18,145,attn_head,42,21,L42H21,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAACAAAA
18,145,attn_head,42,10,L42H10,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACAAAAC
18,145,attn_head,42,14,L42H14,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAACACA
18,145,attn_head,36,13,L36H13,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAAACAAA
18,145,attn_head,43,13,L43H13,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACCAAA
18,145,attn_head,43,17,L43H17,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAACAAAA
18,145,attn_head,42,36,L42H36,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAACAAAA
18,145,attn_head,42,38,L42H38,0.3,0.2,-0.09999999999999998,0.09999999999999998,CACAAAAAAA
18,145,attn_head,42,26,L42H26,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAAACAA
18,145,attn_head,37,0,L37H0,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAACCAA
18,145,attn_head,34,18,L34H18,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAACAAA
18,145,attn_head,34,19,L34H19,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACACAA
18,145,attn_head,44,33,L44H33,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACCAAAAA
18,145,attn_head,44,24,L44H24,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAAACAAA
18,145,attn_head,44,25,L44H25,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACACAA
18,145,attn_head,44,11,L44H11,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACACAAAAAA
18,145,attn_head,44,17,L44H17,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACACAAA
18,145,attn_head,34,28,L34H28,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACAACA
18,145,attn_head,34,30,L34H30,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAAAACA
18,145,attn_head,44,37,L44H37,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAAAACA
18,145,attn_head,45,0,L45H0,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACACAAA
18,145,attn_head,44,28,L44H28,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAACAAA
18,145,attn_head,34,35,L34H35,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAACAAA
18,145,attn_head,34,36,L34H36,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACACAAAAAA
18,145,attn_head,34,37,L34H37,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAACAAA
18,145,attn_head,34,38,L34H38,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAAAAACA
18,145,attn_head,34,39,L34H39,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACAAAC
18,145,attn_head,35,0,L35H0,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACAAAC
18,145,attn_head,34,26,L34H26,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAACAAAA
18,145,attn_head,35,14,L35H14,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACCAAAAA
18,145,attn_head,35,2,L35H2,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACAACAA
18,145,attn_head,36,25,L36H25,0.3,0.2,-0.09999999999999998,0.09999999999999998,CACAAAA-AA
18,145,attn_head,36,12,L36H12,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAAAAAC
18,145,attn_head,41,16,L41H16,0.3,0.2,-0.09999999999999998,0.09999999999999998,CCAAAAAAAA
18,145,attn_head,41,6,L41H6,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACCAAA
18,145,attn_head,41,9,L41H9,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACAAAAC
18,145,attn_head,40,34,L40H34,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACACAAAA
18,145,attn_head,40,35,L40H35,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAACAAAA
18,145,attn_head,40,37,L40H37,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACACAAAA
18,145,attn_head,41,30,L41H30,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAAAAACA
18,145,attn_head,41,18,L41H18,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAAACCA
18,145,attn_head,41,19,L41H19,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACAACAA
18,145,attn_head,41,25,L41H25,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACCAAAAA
18,145,attn_head,37,16,L37H16,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACACAAAAAA
18,145,attn_head,37,17,L37H17,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAACAAA
18,145,attn_head,37,7,L37H7,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAAAACC
18,145,attn_head,37,8,L37H8,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAACAAAA
18,145,attn_head,41,27,L41H27,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAAAAACA
18,145,attn_head,37,26,L37H26,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACAAAAC
18,145,attn_head,37,31,L37H31,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAACAAAAAA
18,145,attn_head,37,32,L37H32,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAAAACA
18,145,attn_head,37,18,L37H18,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACAAACA
18,145,attn_head,40,33,L40H33,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACCAAAAAAA
18,145,attn_head,40,19,L40H19,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAACCAA
18,145,attn_head,40,23,L40H23,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAACACA
18,145,attn_head,45,15,L45H15,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAACAAC
18,145,attn_head,45,17,L45H17,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAACAAC
18,145,attn_head,45,3,L45H3,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAAAACA
18,145,attn_head,45,4,L45H4,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAACACA
18,145,attn_head,34,8,L34H8,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAACAAAAAA
18,145,attn_head,33,35,L33H35,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACACAAAA
18,145,attn_head,45,20,L45H20,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAAAAACA
18,145,attn_head,45,12,L45H12,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAAACAA
18,145,attn_head,45,13,L45H13,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAAAAACA
18,145,attn_head,34,22,L34H22,0.3,0.2,-0.09999999999999998,0.09999999999999998,CACAAAAAAA
18,145,attn_head,34,11,L34H11,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAAACAA
18,145,attn_head,34,13,L34H13,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAAACAAAA
18,145,attn_head,34,14,L34H14,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAAACAA
18,145,attn_head,46,15,L46H15,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAAAAAAC
18,145,attn_head,46,2,L46H2,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACAAACA
18,145,attn_head,46,5,L46H5,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACAACAA
18,145,attn_head,45,37,L45H37,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACACAAAAAA
18,145,attn_head,37,20,L37H20,0.3,0.2,-0.09999999999999998,0.09999999999999998,CCAAAAAAAA
18,145,attn_head,37,11,L37H11,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAACAACAA
18,145,attn_head,47,23,L47H23,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAAACAA
18,145,attn_head,32,26,L32H26,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAACAAC
18,145,attn_head,32,32,L32H32,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAAACCA
18,145,attn_head,32,19,L32H19,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACAAACAA
18,145,attn_head,32,20,L32H20,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAAAACA
